"","feature1","feature2","feature3","feature4","feature5","feature6","feature7","feature8","feature9","feature10","feature11","feature12","feature13","feature14","feature15","feature16","feature17","feature18","feature19","feature20","feature21","feature22","feature23","feature24","feature25","feature26","feature27","feature28","feature29","feature30","feature31","feature32","feature33","feature34","feature35","feature36","feature37","feature38","feature39","feature40"
"cell49",0,5.68649842721535,3.26998401655069,0.0310124850259968,0,2.70380306037706,0,4.05113462364939,0,17.8259246675343,13.5154795305202,21.3260372844468,19.2750928185521,11.3155003937018,10.8922473154664,7.89986488659529,0,4.36374460088877,15.1880454102214,11.3261241191797,0,18.8083215621362,6.85824506505777,15.0621963755154,9.67094787522681,0,13.0094025866375,6.96247111896461,0,8.69200552051694,3.14518186129899,13.085036103148,19.4518814549825,0,15.1311215492259,3.14226296098357,17.7179592668062,0,1.83192077721072,0
"cell50",0,2.6777017085535,0.655595889326787,2.30537199971164,0,13.6557627124361,0,0,0,18.4006701324383,10.3862457918836,18.390203256632,16.7336111195331,11.4122318148109,10.9936983480019,4.08583635011948,6.02684440545089,0,15.6001104465415,12.757447211212,4.0100592970559,20.3875123246533,9.70559544117463,14.6204711110015,0,0,14.517356365309,4.67311870091046,1.62305166232317,6.85329526756087,0,8.08468020195144,17.5536365042821,0,2.91071359179174,4.55087941312218,12.007886103805,5.84985421931456,0.816999400136751,2.61131967454684
"cell51",0,5.97166795147772,11.2325628229194,3.26600342622178,7.64173885104368,7.71978547472301,7.33119007985253,9.26501432329825,2.98244619360582,12.4908003005704,10.0249576239512,15.2634374503802,14.583866993499,6.26283849125157,4.25309794201297,9.31859640221423,7.24594956417802,12.7024102028038,5.27562351240204,4.09222550977077,0,13.697975020955,14.975990510553,14.2990176535681,0,0,21.33299496115,0,0,17.8359852367815,0,13.085036103148,19.7124483145211,8.57939729205798,13.2791595794391,0,18.1078067461201,0,0,2.88768919915395
"cell52",0,4.31872444424379,5.76767011253103,0,0.174033080146072,13.7199774053241,0,5.53816831327791,0.939369802929548,23.8953246505992,12.8855178463363,26.4318875089676,18.8389166911121,10.3056861439719,7.60802739560244,3.63901532687109,1.60897152465134,3.13083932365807,8.75592454436865,10.6442286274961,0.971216544482524,20.1658669897905,7.83136894384951,18.7661115900485,0,6.0343396637489,16.2563032586963,10.6753768713563,0.695332529686528,16.821546462252,0,10.8164063122638,18.8702380083804,0.344247939738736,0,0,15.648201267863,2.2046718593339,3.3693649480015,4.84301405657083
"cell53",9.13153722934342,3.63799459781999,10.3498917216414,7.21496534313949,1.92426329327518,11.2676228357153,0,13.8096214575182,1.79749278020589,16.9271857808242,3.36773341396279,15.9094135030614,16.0944754452148,6.318033827766,5.81833256403341,1.47238274394605,6.59346719463782,5.14267039968437,5.04278635017497,4.68833559901513,3.35042698857682,18.642676731124,12.0445775349485,18.7991349142299,0,3.33968995413973,17.8055802860955,0.340812894535806,0.138391846819393,19.3128764052259,1.23256053639452,12.7126828844257,16.1912570145097,0,15.5631368014192,2.03085298266967,17.4849102526132,2.4909703545376,0,0
"cell54",0,2.94998346468908,9.29355215613889,0,8.79119159729361,6.85090984846553,8.73693781534777,10.3144642865878,1.98957637041512,9.62922848453551,6.8677756474925,17.4032938111122,15.7927719330433,6.23983968505254,5.79628117732874,6.01568603190597,7.07099283383435,3.83700000133459,8.04080777637758,4.71221859766369,0,19.1418370522709,6.6881555416632,9.23564693616051,0,9.59543331262275,20.9805468697251,11.1402775983164,0.134772860373411,17.1950609952715,0,12.7240585650776,20.119585466535,0.252011161104553,15.3301681450331,0,16.0947763613534,0,0.981259164052595,0
"cell55",5.76284278944332,1.11814327015876,4.70617274275492,1.00145600686888,4.30603265804838,7.71688603582106,2.42071338497057,2.06883201002238,2.15276000671612,16.5068682635127,13.0265220450739,23.1201992685159,18.6616772259892,10.1759396715288,8.93044513860627,0,3.61389479956399,2.64637637977802,6.41676204843169,8.94570142027598,0,12.7163948352383,5.59368556794895,10.7887642768103,0,2.99286315432962,16.7816188449657,0,0.645648782894561,8.34691760033721,0.788292248978358,10.9840605013311,20.1735779414061,0,12.4969622634158,0,15.21234634064,0.339179678758293,0,3.34895254946865
"cell56",9.06507649411184,0,10.7975990531779,0,0,8.6949514227095,5.95900205169206,10.4279467520311,1.61489506293818,15.4722744780524,9.71904382661659,16.588350218749,20.1864160968145,7.41924954803342,7.49296066257697,1.70262847890486,5.09535709105001,10.4489732489758,11.2114945786754,9.6758134331482,0,24.4771571880412,15.8959297328723,16.5212134520537,0,8.19657341780544,16.3368767689567,1.10680389269866,0.201940479642865,12.4668611176934,2.476597411524,12.5070253285309,22.0616847364909,1.78726211781573,8.79099393220853,0,18.3567653715358,1.69552462819863,0,0.804986076297385
"cell57",8.53467071769457,2.15746599629232,9.57511411987864,1.42878558137695,2.0039972427604,3.68623753720804,8.2923220170687,9.22297105423058,2.06814122781181,12.6423958302344,3.58943994111284,15.2821626345006,19.1048208031491,6.09923823501598,6.62736166067782,4.3497980512086,7.61163170091625,8.71365795370146,7.4058079852504,6.19001718315935,0,24.2745689421159,11.6013010579003,12.6787544252896,12.3066490674507,1.71132045665334,17.324993606502,0,0.12850089872522,12.1073574519098,1.2479995199276,12.7436671846529,15.5380958696085,0,15.9735321733257,2.39118871483781,17.411895657795,1.69790128699622,1.46968503076138,0.734989887264098
"cell58",0,0,0.532091482657207,1.04885827060971,0,12.9701315808713,1.83211601033884,1.07131875087819,0,18.1829574438595,14.2836737801231,23.5702161956291,16.7692380650813,11.8398316290276,8.65451393922131,0,0.271694048723209,0,9.66061196640853,13.383331218249,4.41839097665439,5.47859292920165,9.38270275813378,12.7301515131963,13.4168169099787,0,17.3112624448784,4.16460385815055,0,11.5697107439541,5.55227387991129,13.085036103148,17.6905429339242,0,7.40056797316861,11.0550030626298,17.7906894007311,0,6.40884280100766,0
"cell59",0,7.28541140753515,3.17024259735473,2.26139785116644,4.9421966201578,6.28518151852607,3.55360041568312,3.91510986896149,0,7.45328307678892,14.3333671384798,21.1600620569468,17.450757966207,10.5776857356401,9.11503452318462,6.61853519843348,0,3.73656803575889,12.1935910492156,8.45638595864961,0,17.5549093486468,15.4765955807179,19.107590688626,6.66618830885296,0,17.4449793030068,0,0.822036931300839,14.4189460251808,0,10.39702269708,20.2358169578354,5.53609842909861,0,0,12.6443965413977,6.38310034574226,0,0
"cell60",0,2.5031487881442,8.82481654190974,2.64946110500494,4.34662545493218,15.4272610893219,0.239066730965765,8.71058212170301,1.82529467097191,10.7941047920669,12.0491686334342,14.8843832087138,18.3125987517441,7.17391531654825,6.8685121242411,10.1390061019838,7.80789411370085,0,7.86316221089705,7.12207888646431,4.28699475678699,17.2786383598244,6.85501604813498,7.39707907973287,2.65219351122507,0,17.1922163899239,0,0.185383764518366,11.4307043617329,1.50344879434994,12.561531004238,16.149272748712,0,10.4076446237505,0,18.4178312479257,0,0,0
"cell61",1.87490081085436,7.3699676891536,11.5040775408096,4.04392588567377,0,6.09932298489749,3.08712512455439,11.4665265765745,2.65284355275823,2.79428457001423,3.51054087895803,15.697007786885,13.7050563957439,5.89486624995429,6.20539093600122,10.1769056138924,8.88806608901634,7.5377003299495,5.08166684165576,6.68933744509454,0,19.6212408912251,13.7864862943575,17.7286955780311,5.83197111732437,3.66714920222708,17.1048220340221,3.23371805565963,0.119888433848015,11.2038163713411,0,12.7703601603997,21.987613712037,7.69506834851892,11.2329146352871,8.80767453616749,17.9025030567431,2.08338603036006,0,0
"cell62",7.79916882499646,0.150524018515584,12.2943467926878,5.01684531757387,6.37902876411113,3.79268439337198,8.13798150715652,16.4874616762364,4.50538194615842,12.1127614190022,0.146342878560289,15.4078691291631,11.9653124060024,3.5864191927725,3.48081755701648,17.0857608717664,11.5596007732101,6.70272598649369,5.9385223959416,2.18217417742523,0,14.0737597771997,3.48637798233638,11.7248442764812,0,4.36122844978959,19.0135179451939,0,0.0515726421166723,11.5669900532741,0,12.9689867111997,18.2636904020285,0,5.47886083411058,0,19.1407132496212,2.99014764377792,0,0
"cell63",3.52573143887552,0,0.012667748341179,0.026992450738228,0.00230670938564116,9.44161138293114,0,0,0,15.1697651667412,13.0732280015937,16.6422609861001,20.679443864077,11.7717700881766,10.5813847550986,0.670384298478344,1.33986478595312,2.84826812672475,13.6055015697246,11.2724902149885,0,17.5127155997696,10.2510640723632,19.0956405543627,0,2.99579567495127,12.2469732803378,2.13946128822618,2.55221544759807,13.14118266939,1.98293633413945,6.10780195822908,17.6916286062754,0,0.36534027638997,0,10.3486605489007,5.32989115037413,0,5.97811335676978
"cell64",0,4.92727981717596,13.6720606556283,7.44413944496955,1.28821324776268,5.81007162752703,12.8060002402734,17.9078638893309,7.75516158386462,10.5155238728282,2.58245589585324,10.4849066830788,11.318145542558,2.36789742207596,3.60037595551831,9.96684126577441,13.0468370935333,8.0178512793531,0.501078053744074,1.80194408238344,0,18.3564181752499,9.21172063335203,12.5992660434253,0,0,19.7533452138407,3.06627271787743,0,17.6522124893809,0,13.085036103148,21.5286588479058,3.21264896251634,12.4408910854654,0,18.3520190873459,0,0.869890229729703,0.183984035221492
"cell65",0.835000359870635,1.67011599998149,0.146154724445908,0.549987221360446,0,14.904523882881,1.40931221500407,3.21643522413013,0,13.0993467394204,15.8177003902977,18.1006948250246,15.9850893036712,12.094980324329,9.9160111030434,4.43884996030862,0,0.549218513849819,11.9812019374929,12.0514535609212,4.06714830044528,22.27320931731,8.59319284592964,24.7460188256021,2.56365027060286,12.8398157355919,8.7775195024063,1.39372586157782,4.80730713226886,15.9756714836231,0.272401798621067,3.30057191090376,12.4776266113508,0,2.41602580943154,0,7.74117843769458,11.4155828459011,0,2.97918323996475
"cell66",0,5.0419729690491,4.1027303884407,0.367463309785367,0,9.95177384795301,4.82762442710674,7.66375147846292,0.882298832037755,11.9078768734394,11.8356143363664,20.471485007704,15.8405727723057,10.0891945172433,8.44161450627348,0,2.59109003501711,0,10.4201840081663,10.3213632806445,0.738170908399035,18.8408927535264,12.983644600946,24.3518252254679,0,0,15.9385031371679,4.72203684467264,0.615509115612554,12.575986835221,2.37774537478325,11.0865272843235,19.0021139987401,2.63392725661907,8.53452700173093,0,14.6867133871964,3.10767149460761,6.35586493522045,0
"cell67",0,3.2361110865489,0.550158189727701,0,0,4.97068565519157,0,1.53028452283532,0,15.5493515571137,14.8623268719943,18.7979295018314,19.3002407810074,12.1566549988557,9.59326651409921,1.86582883438969,2.02390340905088,1.72667374393225,13.0577101018287,9.65840744830743,1.78354743336995,5.86969840500475,4.57461599680272,14.2815083895758,20.6573594196093,0,20.2030024392606,7.70597289913623,0,5.27710621774566,12.2097951300987,13.085036103148,21.578174008557,6.76593519194421,7.28454767831431,15.6510010723303,19.1559818446048,0,10.995582683925,0
"cell68",7.01602576625347,11.3975179370655,10.5378264881303,3.32584033272702,10.314943522437,6.06478334951173,12.0432497070689,13.0632916439646,1.08519866051684,11.6504697230924,3.4858013954675,16.8199978179332,16.9787333577024,5.26434221399231,6.94343719976878,15.4339397181644,8.37040763137918,7.043484190858,3.78364590458985,4.4392368732736,1.59676488957484,17.989826878742,4.76235622606959,18.8133232108573,0,5.33080175900172,19.8637359460053,8.49506727462557,0.0965654368205197,7.87096662470805,0,12.8411057360336,19.8241142479449,0.904877342765567,18.3251710546705,4.38645921843992,19.5884703185983,0,0,0
"cell69",3.52511334296045,6.82053052574495,10.9648576490637,4.40980809808997,3.42358498149604,6.21887998825051,3.10926310224265,8.5050743466176,1.8875547716325,9.68446136406453,7.82918594568341,17.809954535023,21.4458732854056,6.62366252224467,5.78578155320899,6.94066335281228,2.92120231064144,2.3683847956036,6.53937211625894,4.86609248992084,1.41020906693925,17.4693064926019,14.3471677141256,17.622554287324,0,0.00382898597932505,18.14356901347,2.96605649860316,0,15.6348463494548,7.15952154603368,13.085036103148,19.832452975281,4.67250093577569,13.3376159984652,10.4257975796116,19.2964979231598,0,3.01070856573943,5.33491355851228
"cell70",0,8.06109138506338,3.28626402016123,0.252472106080607,0.245250769212159,10.0609621622007,4.6509393260003,3.0655029019069,0.924660902449598,13.8187937513393,11.2533371929624,23.4464497023595,17.8717500031738,10.0910632365078,9.83857550484018,0,4.96121837293097,0,11.1968936330485,11.0251895154973,0.643763311921719,14.3172882549394,8.52374755055811,11.9094506361925,4.77684509633632,0,18.2209401780251,3.47909677339036,0,16.1577048700367,5.89071434730763,13.085036103148,17.8334341916224,1.08525059850569,12.769076400364,6.28661594618939,19.7783195348406,1.24824095132234,3.1321346028996,0
"cell71",2.70442880301038,3.26513753838078,5.71531157295186,1.87037286625917,0,7.21384990730331,4.06357352297457,6.39923545951431,0,20.8882422073554,14.0786235656835,14.4258041173419,19.352808221454,9.56631006062502,6.74867265314907,2.07917615896679,3.94345431445125,7.20246510102773,8.55783514884328,4.99425427955419,0,17.7176461202628,9.94791026386475,18.6576218548099,2.96916531141315,3.80476717178387,20.1136035318903,2.53944219947042,0.472709597080687,14.6806415586671,0.873469406038634,11.5779859414763,19.4017990224898,0,9.19161641810856,3.83137050824867,15.9553505225785,1.43408614842306,7.81031649561133,1.98438083047592
"cell72",2.82962615533798,7.29109301146138,10.9257321941359,1.66964408363817,6.50798749885627,0.128315900193493,13.4204891795636,12.3863275140982,3.72413735817859,10.0270199841177,5.5568861377672,18.0624209139149,15.8031752388032,5.30890255364108,7.10457513279523,7.3700204128833,8.27220617927505,6.71183860120903,8.72818565686378,5.4210065675154,0,19.4009011883179,8.62648954325774,9.43855993441313,1.24265314560123,2.25963914884757,16.7394846856404,2.94595327548253,0.0980706347769711,12.4993384854697,0,12.8366154471041,19.9371295796408,0,13.0451276229856,3.27044937811598,16.8899816090417,1.98805412758477,0,3.47473773801155
"cell73",0,4.59512874438884,12.7903211856979,1.01578544788816,9.99068116714139,4.76725000647453,7.71494325946131,15.5334892387124,6.46746215888995,10.8317073835626,3.02703904703807,11.732265055962,9.86769349647773,3.03075274573885,2.79162489635052,18.1784810002251,12.6452715620755,11.0987277175894,5.18262256713927,2.56358329556278,0,16.7052309911515,6.27834204427217,15.6344277828216,0.955749474317245,1.25962210495779,13.8108553394872,0,0.0404765346439437,10.0907300500723,0,12.9980345460336,17.7669629374016,0,14.0177355523379,4.0534329826161,19.2960110411274,0,0,0
"cell74",0,1.56616357614183,2.52270537753001,1.76658341511063,0,3.08978228904745,0.603752305482971,3.70860406115242,0,12.4351867371031,13.3954286348901,20.1562080198019,21.3517937622267,11.0796038559271,8.70744060503621,11.0790327270414,1.63126351616222,2.86352368793526,13.8046693113624,14.1040691593337,0.276692912624581,20.3249566553128,14.9289103462795,14.4019673041937,3.94459685279299,0,13.8782744045897,6.35915062798953,1.18806288249255,19.9964098410015,0.637630132298965,9.26463366221886,15.1872658264627,0,0,0,12.4128005382618,1.77311618277785,3.90682789165945,5.21423054297733
"cell75",0,1.36420148672178,1.00558411093523,0,0,7.78715708277231,4.33314026523942,3.04867375448288,0,11.0998409571835,14.6692188945921,18.0548520671575,19.4845080734255,11.6650480366178,9.45666372818201,7.12671659858696,1.46547544280585,2.00513659690857,12.692081496026,9.74815954653447,2.5413716216658,20.2109020439207,16.2122983010002,13.7905081658211,0,6.8086615736318,13.8300359661721,1.79766431211888,2.19161386994685,10.3865689949739,0.841590394115259,6.7963930646754,16.5886145799415,5.71278688336593,6.85746506402687,0,11.4882605738406,4.31574020477778,6.95389604347279,4.95409199810686
"cell76",0,1.57815680875324,7.95908561839137,0.348394216588932,0.656984286950408,9.47793699334018,0,9.68042640075599,0.544029736603535,12.6609634487561,10.1707921936422,14.9953095668339,19.2928277051249,7.53447796796483,6.81058170578553,3.12643858180083,8.29986500459219,6.28321420704865,6.98492982125567,4.72761947613566,0,15.607995770871,3.48536840246007,21.9623813625033,2.48604780184648,0.674985234354245,16.9385802009909,0,0,12.1511662149105,0.609908442611201,13.085036103148,20.2443254641691,4.20684542033899,17.2910259865363,3.43358449778922,17.7204969317092,0,0,0
"cell77",0,0,0,3.32073924117169,2.7693420058351,14.7878880118215,0.825436515609786,4.13857604371598,0,19.0486984583481,11.8362539626294,15.4249573442321,19.9759017275339,11.1995704611391,8.15452670124093,0,0.2408737102892,0.83116531481375,9.6351273639696,12.669639255844,0,4.89528641649905,9.73202099141275,16.2057623707439,11.5300676656276,0.103112521486219,18.5732122197503,8.66727050419781,0,17.8932192829963,5.73514556173176,13.085036103148,19.1914913055005,2.88649514564157,10.5091223092431,8.00324196141546,19.5272002151762,0.0997505404056899,7.86942196290999,0
"cell78",3.24127306509075,4.15587424159536,6.78013026989393,0,5.09538197588841,10.4673000866266,2.66321185030675,11.0703354579308,0.433141393913257,12.2968464315707,7.23656637324995,17.4144989278215,21.2312272280028,8.33978812431626,6.28065328408136,7.76005234546078,6.70770936905099,0,11.5847668472909,11.566392131356,0.971470380574,13.1909483208536,16.914562281276,19.5088961820215,2.66701560822781,3.75623580859458,17.5283368090741,0,0.282443978139554,13.5008579368968,0,12.2358474668718,17.8266422810171,0,4.15461389128025,0,18.8671201103645,3.12305332652616,0,0
"cell79",0,5.59570623121673,13.2039592654059,0.495083280424889,4.29760050084219,2.3172949861231,6.39892582744061,10.5100441398173,5.11150748813949,18.4681304502137,2.87754033268343,8.24630540574997,15.7202031546965,4.31236108436566,5.290534398247,11.0150549154531,14.7307371635589,3.78094897138675,4.01160478806183,5.20647201591816,0,22.7972843883026,10.3816327791064,15.5924171298802,0,3.1547788690525,19.2689763367515,0,0.0685880167491416,10.1773807946243,0.146888008927917,12.922261539853,19.4940522197644,0,8.75949929779431,2.39993933537336,17.0025876962447,1.56217957074691,0,1.9131738078213
"cell80",0,0.259144527014136,3.11553847704296,2.39527324770124,1.37845784543894,12.9131752902135,1.9715728825291,3.17950946750374,0,5.38797669148495,11.5478647449347,21.4559928181784,20.8242829048543,11.0644449866246,9.69576118123024,0.232550935856809,0.954245471072034,3.24955425476961,8.29717283630352,11.1319548442503,0,19.1595609695092,8.21542762588429,18.1029261483005,4.43974524835762,0,16.2899471506239,5.7892332135848,1.17314687404073,19.309135048,0,9.30830516624127,16.8043109477636,3.47086782192675,6.76727246843457,2.67766258193941,14.2018493739186,3.33248781238715,8.32996048167718,1.78636016976131
"cell81",0,0.782903089794187,0.162452289047288,0,4.53264722346086,9.14907774151592,0,4.92015104369168,1.09135675683348,22.6511177053273,18.3936033845686,20.1908421685391,19.217357817991,12.0908236370065,11.5960741846261,4.52048658399189,2.95484387685126,4.81054652114291,11.8514647096686,14.6996844473377,2.03508980499018,3.77981778658844,9.62653270793983,16.2833865602882,22.9293369138569,0,19.7308351816258,9.08982904146242,0,4.96437658921517,3.91673996502326,13.085036103148,20.6301708089723,9.42794572920518,5.47251668714155,9.46034230559724,17.6397391320428,0,10.7028756155386,1.35402579567259
"cell82",8.3524841826185,4.25084863388632,7.60682891323032,0,5.78451469015632,6.79730622541184,0,8.83070233009513,0,12.1141889345915,5.12529406778416,18.6211615747705,16.5278570787228,8.21865681868439,9.35807564680405,2.12173726585106,6.07429890549306,4.44412259944584,4.03905098082265,6.74063771873352,0,17.5496119663757,13.1102104936676,11.5697919359451,0,0,18.0060281155095,0,0.269778186555717,15.4574042132044,0,12.2790355965991,17.8123997073934,0,10.9956709915736,2.68782687403534,17.197050194734,0,0,0.794110700587964
"cell83",0,0,0,0,0,14.087358954295,0.803569599147988,1.15913060601159,0.014309322230436,12.9754845705872,12.3433799444966,21.5848197714159,19.6593981109929,12.1871509151683,8.80725080336241,2.76398179805486,1.02314504583057,4.99835812664008,16.0272079499322,12.1026045758614,1.48099259838819,15.3031817333996,6.90411798004248,18.0560021146564,0,0,8.39001638170285,0,6.28419364001104,10.2193665750992,0,2.27978841764139,13.3095984914804,1.64794497768766,7.65026416550061,6.0100488534655,4.14589030794719,4.19975886019244,0,6.20589544979661
"cell84",0,3.03340452893186,11.964961814453,3.20358922856798,1.1390680700229,4.27017229056439,3.76186655259539,12.5631834564178,1.70635056438545,13.7398390637763,4.61973589096156,11.7376761278717,15.8498103935108,5.87005899128365,5.2330315284221,13.0856452547937,7.15945987092578,1.83861266475309,6.68943669219265,0,0,13.4363846093694,12.7195725462607,21.6107140784471,0,0,14.4854280918421,0,0,15.4196017945787,2.10422802682294,13.085036103148,21.8420742417664,0,13.1552321491584,0.881082283425656,19.3365803296323,1.16099816344152,4.76924003228569,5.28318632182496
"cell85",0.47489178757859,1.54920244777959,0,2.80400648459826,9.72854583611335,10.9469437081545,0.809999890673686,1.99810760937746,0.929697116148281,16.7932802857252,15.2500695113698,18.2503129234744,16.3314274705299,11.975033949487,9.12343768859967,1.56477003254647,3.7636974375674,5.62385563874489,15.5044912621911,14.4730168940034,1.10199624462511,23.8404420519703,5.0884445628387,19.6688580836466,0.640346926523153,9.06143696906089,9.63430250806902,0,3.64799626915278,16.5778536626462,0,4.4831895104833,18.5515370007598,5.70014825748921,0,1.49719309854507,8.59817524899649,4.37946124492012,0,2.34046084598974
"cell86",3.74218572996884,0,2.37059289514207,0,6.69873071080053,9.3355062816949,3.07829844917997,3.07128832504609,0.752403948647363,18.1945751547551,12.1885137866024,16.9809276130162,17.8327105439094,11.2392382817748,9.9083812528774,0,1.8673429140204,5.6082337195931,10.9768483031104,13.1858922753922,3.47951521196018,13.8896885504892,6.04264535579394,20.1696401396415,7.97597023900851,5.49631430944127,17.8908387638287,3.53942447995056,1.36751429647626,7.17156336782781,1.82468003649814,8.75606520441445,14.5671231387489,7.94396217857385,12.5357754479467,1.09140421550926,12.3566688478567,1.87852511365183,0,7.3551185348365
"cell87",0,0.424115397287159,0.866028244087607,0,0,8.66260632253985,3.19954824234022,0,0.752332679891309,14.7428403486734,11.4961270763323,19.1374809313268,19.7336757292688,12.1478677762275,8.04453663387592,1.08741269331929,0,1.92530935215973,11.7754398401839,13.2099862334195,2.77946540760113,9.58136465054389,10.3590081727816,16.8910279703783,0,8.67822324894923,8.07980846878125,0,5.56344729866178,12.4834579195484,1.62485165368821,2.72543333548084,9.83094618063028,1.48639002743655,5.80721475560298,0,4.4813633441899,16.7180817253299,4.11985440771501,9.00516518633792
"cell88",3.81215854363151,10.7340457123222,12.1500013027505,5.81618138932282,6.24888915782951,0,12.569040621758,15.3254971120908,8.97979302643116,8.96143041320764,1.45319736939749,11.6276365390261,9.84769847885686,2.06299800988809,2.40829423012128,19.3830018768738,12.1107599477917,16.3238081365348,2.14382656718388,2.18504684205174,0,13.5064787265666,10.0510180295828,17.4930700243808,0,2.02401875696336,17.2585129959513,0,0.0242996407171981,21.0557508284946,0,13.0376662180434,18.4939220333477,0,11.1916346447037,0,19.1091426921622,0,0,6.77481513457936
"cell89",2.39612744832221,0,0.766267105800464,0,0,3.5749844379092,0,2.29447006408812,0,16.2293425874016,8.55774317344642,14.6206672494943,14.5536252382474,11.5192988201869,9.90331836016731,0,0,2.94530196706747,11.3881779862426,8.55256052069863,3.73246832323701,15.7203016378681,13.8087889019036,16.7265863851452,1.94768087651261,0,13.0526014897256,0,1.82743339500714,14.3861412162873,2.07962298157037,7.59043778352933,15.5479310814483,3.19394824597417,1.12377484729983,7.53846102455302,12.7237810971714,0.0497092962020482,8.76140644947086,9.14046059058602
"cell90",0,0,11.9725141314717,2.98732216026397,2.26675146235103,7.23460771825318,9.87235190112574,11.6957888449209,2.73360512223335,12.8214292286972,7.12169086117129,16.7880669889425,20.1627978473744,6.4815101790861,5.16179849068638,0,8.07094532611274,7.26003817489996,7.73353017384456,3.79077896980416,0,17.0965027497241,5.41489860761547,17.5751224825055,0,3.92041089834679,16.5896899443596,1.05741207741059,0,16.5526455830085,2.56024994143321,13.085036103148,19.0158421750654,0,9.68298520709209,5.32943245237092,18.7290784899735,4.11466886831166,0,0
"cell91",8.05309908991855,9.9664150988928,14.7219475338141,9.45028772325823,15.2115133938085,3.75625603748517,15.6541224244176,18.5624283756109,9.05081272907644,0,4.11549143074639,9.14364385226072,11.3002836390243,1.9360369147088,3.70765220747896,14.8993091316094,15.048459290009,13.0716463327447,1.43976879674806,1.91919799221862,0,19.1511171290453,10.9409979296463,14.9031408614975,0,0,20.0121177715711,4.40766788526122,0.0224303948372762,12.4888399277764,0,13.0419793750637,15.2449552501597,0,13.2779137104951,0,20.3008433320067,2.40139681570634,0.27388967714996,1.86023536324763
"cell92",11.3303238882553,9.97508860675065,14.3057673969731,3.81643935801215,9.39296154665651,1.15648705541554,14.4586852620048,13.6811431198769,7.03501645502462,5.43468623563885,1.37856497723917,7.43988332429404,4.40808912304093,2.11378573139175,2.233108123882,13.5183410275357,13.853097201666,9.25140495804971,1.7097609515065,0.808315379036715,0,18.0791698350239,15.33408365736,13.115012931818,5.27773415249087,2.97888912692682,19.4780937912589,3.856771299524,0.0250625139814944,13.5026812708182,0,13.0358874816767,18.2882896279671,0,7.65641220891399,0,18.3116793210833,0,2.37206701844254,0
"cell93",0,3.30992233815564,1.32553289246873,0.325047479014083,4.71148119571352,8.90807702996074,3.29565615303925,3.48608218216099,0.674770245967097,1.86662162174313,12.874051372605,21.5782937159484,19.2887589232089,11.8598604634328,10.8795438344981,0,1.44855273468656,4.35250129581804,12.8263401463855,16.3567055736311,0,14.1198821873245,2.74138049578294,10.9814459069409,0,6.6487535199009,10.2787818971118,4.13787972375748,2.94140512382617,11.061299302037,0.371396989558348,5.45851435594648,16.3520865032142,0,9.39036445204431,0,10.6526300268256,11.3026055946143,0,2.79006232710627
"cell94",2.46132410992243,0,1.35303267616746,0.48928012704003,0.802541582255499,6.36536983321998,0.996595998952488,0,1.15753212776494,21.0169905525285,9.90806049668785,22.559753158261,19.7192751419759,10.8048653873336,7.99392675511453,0.537639794018586,0.690597726774598,1.27729219765938,12.4293393137421,12.9214763013357,0,9.14878446723672,0,16.8389454906672,12.3049168317329,0,20.613213451706,0,0,14.5903517125715,5.4080890748743,13.085036103148,19.2417880985139,0,11.2958463454413,2.66471242855966,19.859076176255,2.16417020940708,7.59374952486428,0
"cell95",0,7.34032390019185,10.5995578708968,0,1.08103643234477,2.56951855977408,4.0113697057821,10.3757788245205,1.21904338259711,11.3304411830374,7.90958872930229,13.8476208772033,15.5933385970291,6.21749616521506,4.19835983790333,6.93649193521295,8.84326000426305,4.97377313137406,5.28030182453871,2.4583454514791,3.01239204657461,20.110596595113,5.13774943289603,18.3021552416511,0,0,19.7957986488147,0.305031426921623,0.133756272916697,13.2579327015087,0.0227038536513698,12.7272461013832,21.2918203816762,5.52450989414959,9.2697149945865,4.67489160809396,18.8006877977309,0,0,0
"cell96",3.35508455765841,0,0,0,0,13.889421062707,0,0,0.321414564888524,18.6495527900431,14.0557311624382,23.869691276326,18.2812328582703,12.1351114654605,10.5686961977596,1.39251481289675,1.07791790619598,1.60818517904559,12.7923910714728,16.185640306438,2.09172176048396,10.6897304608711,14.0765361308335,14.2842395989586,0,0.131124844910966,8.26402485233841,0,5.3616090325718,9.10232367298126,0,2.86693687743896,11.7658482464032,0.922373145756771,1.60821211496107,0,5.21112955141782,5.59544166598308,8.11116670819236,5.18671245661858
"cell97",0,0.495441073990664,1.01580609309639,0,0,5.94348252305136,0,2.18226156413796,0,8.24983031536347,8.59376635074048,19.6832325767102,19.6634709095017,12.0174391318655,10.2882145343781,4.36093450369012,2.69580163096734,4.00930873394238,14.2097311485242,11.5567640710756,0,4.88610719418065,4.47520629557842,12.8702868575008,8.92881464793103,2.77940162552922,17.5752635206106,8.83294733346399,0,9.80080971848046,12.1507422672816,13.085036103148,18.4779209900222,0.147518232615501,11.6770728563776,9.63551317816907,19.3068289425375,4.12182769153238,8.50126646865678,2.42203681484491
